device_sk,device_id,device_name,device_label,device_type,additional_info,device_data,customer_id,tenant_id,firmware_id,software_id,external_id,device_profile_id,device_profile_name,device_profile_description,transport_type,provision_type,device_profile_is_default,created_at,_dbt_loaded_at
dsk_554a8274d32097a7,cb51b1cb-76a8-458d-b598-33fcbfd34441,BMS_SMART_BUTTON_02570,BMS_SMART_BUTTON_02570,Energy Meter,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_7ff4d4f19a2bc933,ff4639d8-66db-4f71-b16e-77dec8f7b12d,BMS_SMART_BUTTON_02571,BMS_SMART_BUTTON_02571,NVR,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_4c98e8d20fb4c9ac,95c1d6e5-8418-4e9d-b8f2-cf10af2af64c,BMS_SMART_BUTTON_02572,BMS_SMART_BUTTON_02572,Camera,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_9e562ba67374de7b,c491bef9-86f4-402a-a6d0-38adc3b3a723,BMS_SMART_BUTTON_02573,BMS_SMART_BUTTON_02573,Chiller,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_5a5b86af88c5de6e,7f53f3ae-fa67-451e-8d5b-ce73f2a5386d,BMS_SMART_BUTTON_02574,BMS_SMART_BUTTON_02574,Energy Meter,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_569369574a8a6a30,631e69ba-b5c2-4e7e-b3a7-14af99a99ea4,BMS_SMART_BUTTON_02575,BMS_SMART_BUTTON_02575,NVR,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_08b872c65746f0c0,11971bca-e547-4d94-8b7c-6fa782ab635c,BMS_SMART_BUTTON_02576,BMS_SMART_BUTTON_02576,Camera,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_a9b65138f9c7d7d4,d0aae9bd-3aa1-412a-8f89-1dbd0724940a,BMS_SMART_BUTTON_02577,BMS_SMART_BUTTON_02577,Chiller,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_6563bba1f2660b7c,aad6dcea-fda1-404c-9604-74cb24db8701,BMS_SMART_BUTTON_02578,BMS_SMART_BUTTON_02578,Energy Meter,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_cbaa72267d37f3fd,c6dfd897-2f2a-4688-a42d-d40104189d8c,BMS_SMART_BUTTON_02579,BMS_SMART_BUTTON_02579,NVR,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_21b11940e4e71bdb,a669b33b-2d7a-4727-84e2-adcb5b94b339,BMS_SMART_BUTTON_02580,BMS_SMART_BUTTON_02580,Camera,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_96ad0bb503fe71d4,0c47dfd2-4db6-4d0b-a774-2b576e08b46d,BMS_SMART_BUTTON_02581,BMS_SMART_BUTTON_02581,Chiller,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_55b933a39e355839,aa33ca19-0d66-408d-9a7a-bfb827549de5,BMS_SMART_BUTTON_02582,BMS_SMART_BUTTON_02582,Energy Meter,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_bd46e4d883d4a74d,d2f58711-df12-42c1-b043-c9244dee40c2,BMS_SMART_BUTTON_02583,BMS_SMART_BUTTON_02583,NVR,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_bdbaa1f1e652851b,43b968c4-70c4-4ac0-baa6-1c5ed1739b9d,BMS_SMART_BUTTON_02584,BMS_SMART_BUTTON_02584,Camera,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_91112a209826d08e,4ab1a5d5-c430-4c16-b03e-ebfad2f502d2,BMS_SMART_BUTTON_02585,BMS_SMART_BUTTON_02585,Chiller,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_d5ea9bf9a40ed245,4d2f4fc1-a881-4a36-a1bb-61cc11889c4f,BMS_SMART_BUTTON_02586,BMS_SMART_BUTTON_02586,Energy Meter,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_19dfe2d707041ded,3b2cee34-f16c-4187-9cda-7d8cf6c06579,BMS_SMART_BUTTON_02587,BMS_SMART_BUTTON_02587,NVR,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_da0b24cc7f4ebfec,b4fc52b9-22a0-4c1e-ab79-171ec0e65288,BMS_SMART_BUTTON_02588,BMS_SMART_BUTTON_02588,Camera,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_9c9d090306cb9e2f,cf0d011c-a981-4b8b-9211-c808b9cd0359,BMS_SMART_BUTTON_02589,BMS_SMART_BUTTON_02589,Chiller,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_45e6acac99e1ad3f,fffd4f94-a88d-4427-83b4-82736564ff28,BMS_SMART_BUTTON_02590,BMS_SMART_BUTTON_02590,Energy Meter,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_569fb82eafd04979,8def4f2b-5971-4382-9bf0-f3096864f184,BMS_SMART_BUTTON_02591,BMS_SMART_BUTTON_02591,NVR,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_80417d1b7fa31a64,9544b6d4-5f0a-41ea-b485-2c76447c9dbf,BMS_SMART_BUTTON_02592,BMS_SMART_BUTTON_02592,Camera,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_fbcea9cae4f889e4,6e886993-65e1-480e-821c-93d02ccb446d,BMS_SMART_BUTTON_02593,BMS_SMART_BUTTON_02593,Chiller,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_cd4ca642346622b7,7e3972e2-91c4-4664-afa7-123831fabc76,BMS_SMART_BUTTON_02594,BMS_SMART_BUTTON_02594,Energy Meter,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_71710999522f0e03,63db83e4-b36a-4210-882f-357b946a6030,BMS_SMART_BUTTON_02595,BMS_SMART_BUTTON_02595,NVR,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_22e59071e2d902c8,c622758f-2d0e-4f96-8b28-0008aaac4139,BMS_SMART_BUTTON_02596,BMS_SMART_BUTTON_02596,Camera,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_5c9372e9229483b9,271639cf-fcdf-4e1d-9d13-c6e1d8b526bd,BMS_SMART_BUTTON_02597,BMS_SMART_BUTTON_02597,Chiller,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_b50a9eb62830318f,fa7fd585-cb79-47bf-bbba-20568ca1c126,BMS_SMART_BUTTON_02598,BMS_SMART_BUTTON_02598,Energy Meter,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_aa9b580621f046b2,a1529535-a86e-4e9b-af9f-a7c083222af2,BMS_SMART_BUTTON_02599,BMS_SMART_BUTTON_02599,NVR,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_ae9dcbaad00f80f2,06a376e9-7cfc-441a-9e4e-b183ec378c8e,BMS_SMART_BUTTON_02600,BMS_SMART_BUTTON_02600,Camera,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_6bec060c91a97646,9d319b85-864e-418e-8ee2-2d0dea62eaed,BMS_SMART_BUTTON_02601,BMS_SMART_BUTTON_02601,Chiller,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_3af695441733dc73,d7eddbca-05d7-42ab-a639-2b7d915f30da,BMS_SMART_BUTTON_02602,BMS_SMART_BUTTON_02602,Energy Meter,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_fca1199cfa9dc9e0,a5ea7ffe-b126-4ceb-b4cc-7dd23bc91744,BMS_SMART_BUTTON_02603,BMS_SMART_BUTTON_02603,NVR,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_1f0565fbc95803d4,51ce12a1-428f-466c-99a5-1a169b5dbbe9,BMS_SMART_BUTTON_02604,BMS_SMART_BUTTON_02604,Camera,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_b5778a1bd2cd20f0,5e9d7056-5d2c-4cd7-9421-70bf3c890861,BMS_SMART_BUTTON_02605,BMS_SMART_BUTTON_02605,Chiller,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_bbfeff71c5be6c7c,4f17e694-8e98-4deb-80c0-8d42d06d36ac,BMS_SMART_BUTTON_02606,BMS_SMART_BUTTON_02606,Energy Meter,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_792c6bdac3b90b5b,49a96687-31f2-44e8-bf38-d6d9f6bcba0e,BMS_SMART_BUTTON_02607,BMS_SMART_BUTTON_02607,NVR,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_648c9c2b0040a251,ae3aa9b6-4763-4c6d-b9bf-af52e1547fe3,BMS_SMART_BUTTON_02608,BMS_SMART_BUTTON_02608,Camera,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_e4388b9dfe01bf1b,4768ae4d-d6d9-4b57-a2b1-2eec2a55bbc5,BMS_SMART_BUTTON_02609,BMS_SMART_BUTTON_02609,Chiller,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_092b502d97920f1e,081be6a2-1138-498b-88ba-1057553d4854,BMS_SMART_BUTTON_02610,BMS_SMART_BUTTON_02610,Energy Meter,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_04c2e0f9d7e407a9,0a316138-8859-4aa2-a8a7-cfe28da66be4,BMS_SMART_BUTTON_02611,BMS_SMART_BUTTON_02611,NVR,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_a8daeb411d680a11,aab075aa-9d20-4c94-843b-24557ddd3e6f,BMS_SMART_BUTTON_02612,BMS_SMART_BUTTON_02612,Camera,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_b106d1eca5b2bd67,4497005b-a4bb-4577-8050-eff5c8559c42,BMS_SMART_BUTTON_02613,BMS_SMART_BUTTON_02613,Chiller,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_b5147e469b9ea006,8de35b4b-2919-47ef-b704-0b3bc2023324,BMS_SMART_BUTTON_02614,BMS_SMART_BUTTON_02614,Energy Meter,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_854952c5409baf50,d21a5b59-fc9f-4077-b7cd-4f6e5aaae734,BMS_SMART_BUTTON_02615,BMS_SMART_BUTTON_02615,NVR,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_3a2f826ca08b85a8,0a7cc73e-e4aa-4703-8d73-fc00616c3d36,BMS_SMART_BUTTON_02616,BMS_SMART_BUTTON_02616,Camera,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_3529b19636f21957,99bc7122-f558-4c19-916f-3e07baf5c51b,BMS_SMART_BUTTON_02617,BMS_SMART_BUTTON_02617,Chiller,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_31dacef662976d36,53f2300e-8a33-47a3-bf0f-9ef0f4189ff6,BMS_SMART_BUTTON_02618,BMS_SMART_BUTTON_02618,Energy Meter,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_d935ec812446110f,c24d6bf0-0ec5-407f-b125-633bed8e6a3f,BMS_SMART_BUTTON_02619,BMS_SMART_BUTTON_02619,NVR,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,83add7e0-4c7c-11f1-8114-d7797b05539e,bms-smart-button,Synthetic profile for bms-smart-button,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
